term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf
spie,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,spie,spie,spi,7.515699838284043
facere,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,RB,{'RB'},0,facer,facer,fac,7.515699838284043
imperata,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,imperata,imperata,imperat,7.515699838284043
failes,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBZ,{'VBZ'},0,fail,fail,fail,7.515699838284043
consenteth,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBZ,{'VBZ'},0,consenteth,consenteth,consente,7.515699838284043
lieth,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,VBP,{'VBP'},0,lieth,lieth,lie,7.515699838284043
undiscerning,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,JJ,{'JJ'},0,undiscern,undiscern,undiscern,7.515699838284043
indiscerned,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,JJ,{'JJ'},0,indiscern,indiscern,indiscern,7.515699838284043
hating,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBG,{'VBG'},0,hate,hate,hat,7.515699838284043
godolphin,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,godolphin,godolphin,godolphin,7.515699838284043
gracefull,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,graceful,graceful,graceful,7.515699838284043
effectuall,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,JJ,{'JJ'},0,effectual,effectual,effectual,7.515699838284043
largenesse,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,largeness,largeness,larg,7.515699838284043
wandring,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBG,{'VBG'},0,wandr,wandr,wandr,7.515699838284043
aimeth,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBZ,{'VBZ'},0,aimeth,aimeth,aime,7.515699838284043
constrains,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBZ,{'VBZ'},0,constrain,constrain,constrain,7.515699838284043
unsetling,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,unsetl,unsetl,unsetl,7.515699838284043
censorious,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,JJ,{'JJ'},0,censori,censori,cens,7.515699838284043
realise,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VB,{'VB'},0,realis,realis,real,7.515699838284043
reviewed,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBN,{'VBN'},0,review,review,review,7.515699838284043
swept,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,swept,swept,swept,7.515699838284043
missions,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,mission,mission,miss,7.515699838284043
qu,1,1.4600671630895022e-06,19.385533834720583,2,2.830418139103604e-05,JJ,{'JJ'},0,qu,qu,qu,7.515699838284043
canonizations,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NNS,{'NNS'},0,canon,canon,canon,7.515699838284043
currant,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBN,{'VBN'},0,currant,currant,cur,7.515699838284043
successefull,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,JJ,{'JJ'},0,successeful,successeful,successeful,7.515699838284043
conquerours,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,conquerour,conquerour,conquero,7.515699838284043
dairies,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,dairi,dairi,dairy,7.515699838284043
preferre,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VB,{'VB'},0,preferr,preferr,prefer,7.515699838284043
themward,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VB,{'VB'},0,themward,themward,themward,7.515699838284043
imposeth,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBN,{'VBN'},0,imposeth,imposeth,impose,7.515699838284043
galley,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,galley,galley,galley,7.515699838284043
loudly,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,RB,{'RB'},0,loudli,loud,loud,7.515699838284043
opposeth,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,JJ,{'JJ'},0,opposeth,opposeth,oppose,7.515699838284043
dissolvers,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,dissolv,dissolv,dissolv,7.515699838284043
sprinkle,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VB,{'VB'},0,sprinkl,sprinkl,sprinkle,7.515699838284043
oldest,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,JJS,{'JJS'},0,oldest,oldest,oldest,7.515699838284043
unchanged,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,unchang,unchang,unchang,7.515699838284043
unchewed,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBD,{'VBD'},0,unchew,unchew,unchew,7.515699838284043
cloves,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,clove,clove,clov,7.515699838284043
gaping,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBG,{'VBG'},0,gape,gape,gap,7.515699838284043
intrinsically,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,RB,{'RB'},0,intrins,intrins,intrins,7.515699838284043
entrust,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VB,{'VB'},0,entrust,entrust,entrust,7.515699838284043
convicted,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBN,{'VBN'},0,convict,convict,convict,7.515699838284043
divulge,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VB,{'VB'},0,divulg,divulg,divulg,7.515699838284043
treateth,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,treateth,treateth,treate,7.515699838284043
mercyseate,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,mercys,mercys,mercys,7.515699838284043
pleaded,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBN,{'VBN'},0,plead,plead,plead,7.515699838284043
enticeth,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBZ,{'VBZ'},0,enticeth,enticeth,entice,7.515699838284043
zelotarum,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,zelotarum,zelotarum,zelotar,7.515699838284043
murtherer,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,murther,murther,murth,7.515699838284043
zeale,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNP,{'NNP'},0,zeal,zeal,zeal,7.515699838284043
cosbi,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,cosbi,cosbi,cosb,7.515699838284043
zimri,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,zimri,zimri,zimr,7.515699838284043
phinehas,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,phineha,phineha,phineha,7.515699838284043
slew,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,VBD,{'VBD'},0,slew,slew,slew,7.515699838284043
executioners,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,NNS,{'NNS'},0,execution,execution,execut,7.515699838284043
skim,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,VBP,{'VBP'},0,skim,skim,skim,7.515699838284043
aw,1,1.4600671630895022e-06,19.385533834720583,2,2.830418139103604e-05,NN,{'NN'},0,aw,aw,aw,7.515699838284043
uncontroulable,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,JJ,{'JJ'},0,uncontroul,uncontroul,uncontro,7.515699838284043
usurpe,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,usurp,usurp,usurp,7.515699838284043
accessories,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,accessori,accessori,access,7.515699838284043
aforesaid,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,aforesaid,aforesaid,aforesaid,7.515699838284043
fatuus,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,fatuu,fatuus,fatu,7.515699838284043
ignis,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,igni,igni,ign,7.515699838284043
exorcism,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,exorc,exorc,exorc,7.515699838284043
pennance,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,pennanc,pennanc,pen,7.515699838284043
deniall,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,denial,denial,denial,7.515699838284043
sacramentation,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,NN,{'NN'},0,sacrament,sacrament,sacra,7.515699838284043
sacrificers,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,sacrific,sacrific,sacr,7.515699838284043
fryers,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,fryer,fryer,fry,7.515699838284043
monkes,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,monk,monk,monk,7.515699838284043
referre,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,referr,referr,refer,7.515699838284043
presbyterian,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,JJ,{'JJ'},0,presbyterian,presbyterian,presbyt,7.515699838284043
imployment,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,imploy,imploy,imploy,7.515699838284043
openeth,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,IN,{'IN'},0,openeth,openeth,opene,7.515699838284043
unadvisedly,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,RB,{'RB'},0,unadvisedli,unadvis,unadv,7.515699838284043
charmed,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBN,{'VBN'},0,charm,charm,charm,7.515699838284043
rectors,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,rector,rector,rect,7.515699838284043
praesumptions,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NNS,{'NNS'},0,praesumpt,praesumpt,praesum,7.515699838284043
accusers,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,accus,accus,accus,7.515699838284043
cassii,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,cassii,cassii,cassi,7.515699838284043
accreweth,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBZ,{'VBZ'},0,accreweth,accreweth,accrewe,7.515699838284043
navigations,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,navig,navig,navig,7.515699838284043
beda,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,beda,beda,bed,7.515699838284043
bernard,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,bernard,bernard,bernard,7.515699838284043
suspicious,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,JJ,{'JJ'},0,suspici,suspici,suspicy,7.515699838284043
legend,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,legend,legend,legend,7.515699838284043
hide,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,VB,{'VB'},0,hide,hide,hid,7.515699838284043
suffereth,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBD,{'VBD'},0,suffereth,suffereth,suffere,7.515699838284043
warinesse,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,wariness,wariness,wary,7.515699838284043
operatories,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,operatori,operatori,op,7.515699838284043
clearnesse,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,clearness,clearness,clear,7.515699838284043
operatory,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,operatori,operatori,op,7.515699838284043
shop,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,shop,shop,shop,7.515699838284043
gigantique,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,gigantiqu,gigantiqu,gigant,7.515699838284043
townes,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,town,town,town,7.515699838284043
charmes,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,charm,charm,charm,7.515699838284043
towne,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,VBP,{'VBP'},0,town,town,town,7.515699838284043
cathedral,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,cathedr,cathedr,cathedr,7.515699838284043
monasteries,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,monasteri,monasteri,monastery,7.515699838284043
oberon,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,oberon,oberon,oberon,7.515699838284043
feats,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,feat,feat,feat,7.515699838284043
hierarchy,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,hierarchi,hierarchi,hierarchy,7.515699838284043
canvasing,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,canvas,canvas,canvas,7.515699838284043
scandalls,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBZ,{'VBZ'},0,scandal,scandal,scandal,7.515699838284043
apollos,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,apollo,apollo,apollo,7.515699838284043
predecessours,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NNS,{'NNS'},0,predecessour,predecessour,predecesso,7.515699838284043
episcopacy,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,episcopaci,episcopaci,episcop,7.515699838284043
successours,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,successour,successour,successo,7.515699838284043
praeterpoliticall,1,1.4600671630895022e-06,19.385533834720583,17,2.830418139103604e-05,NN,{'NN'},0,praeterpolitical,praeterpolitical,praeterpolitical,7.515699838284043
synthesis,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,synthesi,synthesi,synthes,7.515699838284043
parochiall,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,parochial,parochial,parochial,7.515699838284043
ravelled,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBD,{'VBD'},0,ravel,ravel,ravel,7.515699838284043
tire,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,VB,{'VB'},0,tire,tire,tir,7.515699838284043
mounted,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBD,{'VBD'},0,mount,mount,mount,7.515699838284043
adrian,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,adrian,adrian,adr,7.515699838284043
frederick,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,frederick,frederick,frederick,7.515699838284043
struggling,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,struggl,struggl,struggling,7.515699838284043
net,1,1.4600671630895022e-06,19.385533834720583,3,2.830418139103604e-05,NN,{'NN'},0,net,net,net,7.515699838284043
grasping,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBG,{'VBG'},0,grasp,grasp,grasp,7.515699838284043
injustices,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,injustic,injustic,injust,7.515699838284043
impair,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,impair,impair,impair,7.515699838284043
expireth,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBZ,{'VBZ'},0,expireth,expireth,expire,7.515699838284043
coals,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,coal,coal,coal,7.515699838284043
carriage,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,carriag,carriag,carry,7.515699838284043
barter,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,barter,barter,bart,7.515699838284043
perishableness,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,NN,{'NN'},0,perish,perish,per,7.515699838284043
commonness,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,common,common,common,7.515699838284043
sanctions,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,sanction,sanction,sanct,7.515699838284043
nave,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,VBP,{'VBP'},0,nave,nave,nav,7.515699838284043
wool,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,wool,wool,wool,7.515699838284043
bartered,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBD,{'VBD'},0,barter,barter,bart,7.515699838284043
hoard,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,VB,{'VB'},0,hoard,hoard,hoard,7.515699838284043
disowning,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,disown,disown,disown,7.515699838284043
ropes,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,rope,rope,rop,7.515699838284043
tar,1,1.4600671630895022e-06,19.385533834720583,3,2.830418139103604e-05,NN,{'NN'},0,tar,tar,tar,7.515699838284043
lime,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,RB,{'RB'},0,lime,lime,lim,7.515699838284043
leather,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,leather,leather,leath,7.515699838284043
humanly,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,RB,{'RB'},0,humanli,human,hum,7.515699838284043
loaf,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,loaf,loaf,loaf,7.515699838284043
oven,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,RB,{'RB'},0,oven,oven,ov,7.515699838284043
felled,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBD,{'VBD'},0,fell,fell,fel,7.515699838284043
threshers,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,thresher,thresher,threshers,7.515699838284043
reapers,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,reaper,reaper,reap,7.515699838284043
ploughmans,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,ploughman,ploughman,ploughm,7.515699838284043
bran,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,bran,bran,bran,7.515699838284043
pasturage,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,pasturag,pasturag,past,7.515699838284043
computed,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBD,{'VBD'},0,comput,comput,comput,7.515699838284043
moss,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,moss,moss,moss,7.515699838284043
cloathing,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,cloath,cloath,cloath,7.515699838284043
progresses,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,progress,progress,progress,7.515699838284043
lodges,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,lodg,lodg,lodg,7.515699838284043
partage,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,partag,partag,part,7.515699838284043
curseth,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBZ,{'VBZ'},0,curseth,curseth,curse,7.515699838284043
comforts,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,comfort,comfort,comfort,7.515699838284043
wellgoverned,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,JJ,{'JJ'},0,wellgovern,wellgovern,wellgovern,7.515699838284043
latins,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,latin,latin,latin,7.515699838284043
comported,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBN,{'VBN'},0,comport,comport,comport,7.515699838284043
filial,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,JJ,{'JJ'},0,filial,filial,fil,7.515699838284043
violator,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,violat,violat,viol,7.515699838284043
distressed,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,JJ,{'JJ'},0,distress,distress,distress,7.515699838284043
scepter,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,scepter,scepter,sceiv,7.515699838284043
apprentice,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,apprentic,apprentic,appr,7.515699838284043
chastens,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBZ,{'VBZ'},0,chasten,chasten,chast,7.515699838284043
byass,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,byass,byass,byass,7.515699838284043
chastising,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBG,{'VBG'},0,chastis,chastis,chast,7.515699838284043
illdoer,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,illdoer,illdoer,illdo,7.515699838284043
exempting,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,exempt,exempt,exempt,7.515699838284043
cleave,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,cleav,cleav,cleav,7.515699838284043
infranchisement,1,1.4600671630895022e-06,19.385533834720583,15,2.830418139103604e-05,NN,{'NN'},0,infranchis,infranchis,infranch,7.515699838284043
xix,1,1.4600671630895022e-06,19.385533834720583,3,2.830418139103604e-05,NNP,{'NNP'},0,xix,xix,xix,7.515699838284043
fosterfather,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,NN,{'NN'},0,fosterfath,fosterfath,fosterfath,7.515699838284043
protesting,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,protest,protest,protest,7.515699838284043
guideth,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBZ,{'VBZ'},0,guideth,guideth,guide,7.515699838284043
whereat,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBP,{'VBP'},0,whereat,whereat,wher,7.515699838284043
ideots,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,ideot,ideot,ideot,7.515699838284043
lunatics,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,lunat,lunat,lun,7.515699838284043
abolish,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VB,{'VB'},0,abolish,abolish,abol,7.515699838284043
bogs,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NNS,{'NNS'},0,bog,bog,bog,7.515699838284043
helpless,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,JJ,{'JJ'},0,helpless,helpless,helpless,7.515699838284043
loosen,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,loosen,loosen,loos,7.515699838284043
swaddling,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,swaddl,swaddl,swaddl,7.515699838284043
emanating,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,eman,eman,em,7.515699838284043
harshness,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,harsh,harsh,harsh,7.515699838284043
hundredth,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,hundredth,hundredth,hundred,7.515699838284043
persists,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBZ,{'VBZ'},0,persist,persist,persist,7.515699838284043
heats,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,VBZ,{'VBZ'},0,heat,heat,heat,7.515699838284043
espouses,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBZ,{'VBZ'},0,espous,espous,esp,7.515699838284043
turfs,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,turf,turf,turf,7.515699838284043
boiled,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBD,{'VBD'},0,boil,boil,boil,7.515699838284043
cxv,1,1.4600671630895022e-06,19.385533834720583,3,2.830418139103604e-05,NN,{'NN'},0,cxv,cxv,cxv,7.515699838284043
tooth,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,JJ,{'JJ'},0,tooth,tooth,too,7.515699838284043
maim,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,maim,maim,maim,7.515699838284043
endures,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,endur,endur,end,7.515699838284043
hardship,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,hardship,hardship,hard,7.515699838284043
sufferers,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,suffer,suffer,suff,7.515699838284043
