term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster
ber,1,1.4600671630895022e-06,19.385533834720583,3,2.830418139103604e-05,VB,{'VB'},0,ber,ber,ber
comites,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBZ,{'VBZ'},0,comit,comit,comit
requiting,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,requit,requit,requit
duces,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,duce,duce,duc
palisadoes,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,palisado,palisado,palisado
belts,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,belt,belt,belt
battlements,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,battlement,battlement,battl
helmets,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,helmet,helmet,helmet
scutchion,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,scutchion,scutchion,scutch
armor,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,armor,armor,arm
irregularities,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,NNS,{'NNS'},0,irregular,irregular,irregul
germany,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,germani,germani,germany
ayded,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,VBD,{'VBD'},0,ayd,ayd,ayd
postpone,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VB,{'VB'},0,postpon,postpon,postpon
buckler,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,buckler,buckler,buckl
unpainted,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,unpaint,unpaint,unpaint
repell,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,repel,repel,repel
counterfiet,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,VB,{'VB'},0,counterfiet,counterfiet,counterfiet
pyrate,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,pyrat,pyrat,pyr
concernes,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,concern,concern,concern
dresse,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,dress,dress,dress
invoke,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,invok,invok,invok
distresse,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,distress,distress,distress
confederations,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,NNS,{'NNS'},0,confeder,confeder,conf
feeles,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBZ,{'VBZ'},0,feel,feel,feel
warming,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBG,{'VBG'},0,warm,warm,warm
confers,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,confer,confer,conf
detect,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,detect,detect,detect
variance,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,varianc,varianc,vary
othersthe,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,othersth,othersth,othersth
nominates,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBZ,{'VBZ'},0,nomin,nomin,nomin
barbarously,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,RB,{'RB'},0,barbar,barbar,barb
reconciles,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBZ,{'VBZ'},0,reconcil,reconcil,reconcil
constraineth,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,VB,{'VB'},0,constraineth,constraineth,constraine
declining,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,declin,declin,declin
weakeneth,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBZ,{'VBZ'},0,weakeneth,weakeneth,weakene
atchieve,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VB,{'VB'},0,atchiev,atchiev,atchiev
frugalitythough,1,1.4600671630895022e-06,19.385533834720583,15,2.830418139103604e-05,NN,{'NN'},0,frugalitythough,frugalitythough,frugalitythough
salved,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBN,{'VBN'},0,salv,salv,salv
stratagem,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,stratagem,stratagem,stratagem
circumvented,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,VBN,{'VBN'},0,circumv,circumv,circumv
promptnesse,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,promptness,promptness,prompt
hatefull,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,JJ,{'JJ'},0,hateful,hateful,hateful
benefiting,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBG,{'VBG'},0,benefit,benefit,benefit
obliger,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,oblig,oblig,oblig
cheerfull,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,cheerful,cheerful,cheerful
depession,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,depess,depess,depess
thraldome,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,thraldom,thraldom,thraldome
shields,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,shield,shield,shield
herdsmen,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,herdsmen,herdsmen,herdsm
inflow,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,inflow,inflow,inflow
cosmography,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,cosmographi,cosmographi,cosmograph
recommendeth,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,VBZ,{'VBZ'},0,recommendeth,recommendeth,recommende
gaineth,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBZ,{'VBZ'},0,gaineth,gaineth,gaine
adhaerance,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,adhaer,adhaer,adha
leagued,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBD,{'VBD'},0,leagu,leagu,leagu
scorning,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBG,{'VBG'},0,scorn,scorn,scorn
rhetorique,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,rhetoriqu,rhetoriqu,rhetor
vilifying,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBG,{'VBG'},0,vilifi,vilifi,vil
optiques,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,optiqu,optiqu,opt
aetherial,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,aetheri,aetheri,aeth
sciography,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,sciographi,sciographi,sciograph
meteorology,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,meteorolog,meteorolog,meteorolog
engineers,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,engin,engin,engin
mechaniques,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,VBZ,{'VBZ'},0,mechaniqu,mechaniqu,mechan
rascal,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,rascal,rascal,rasc
dupes,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,dupe,dupe,dup
showne,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,shown,shown,shown
tudes,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,tude,tude,tud
nesses,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,ness,ness,ness
wafer,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,wafer,wafer,waf
corruptibility,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,NN,{'NN'},0,corrupt,corrupt,corrupt
roundnesse,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,roundness,roundness,round
whitenesse,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,whiteness,whiteness,whit
bells,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,bell,bell,bel
stuffe,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,stuff,stuff,stuff
beaufort,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,beaufort,beaufort,beaufort
suarez,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,suarez,suarez,suarez
treadmill,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,treadmil,treadmil,treadmil
genevese,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,JJ,{'JJ'},0,geneves,geneves,geneves
fortification,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NN,{'NN'},0,fortif,fortif,fort
dependant,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,depend,depend,depend
appollo,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,appollo,appollo,appollo
upbraiding,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NN,{'NN'},0,upbraid,upbraid,upbraid
hymne,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,hymn,hymn,hymn
adulteries,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,adulteri,adulteri,adultery
parentage,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,parentag,parentag,par
withdrawal,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,JJ,{'JJ'},0,withdraw,withdraw,withdraw
trash,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,trash,trash,trash
ballasted,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBN,{'VBN'},0,ballast,ballast,ballast
laden,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,JJ,{'JJ'},0,laden,laden,lad
overvalues,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBZ,{'VBZ'},0,overvalu,overvalu,overvalu
timely,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,JJ,{'JJ'},0,time,time,tim
robes,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,robe,robe,rob
proclayming,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,VBG,{'VBG'},0,proclaym,proclaym,proclaym
mordecay,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,mordecay,mordecay,mordecay
indestructible,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,JJ,{'JJ'},0,indestruct,indestruct,indestruct
impudently,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,RB,{'RB'},0,impud,impud,impud
pretexts,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,pretext,pretext,pretext
slovenly,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,RB,{'RB'},0,slovenli,sloven,slov
obscenely,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,RB,{'RB'},0,obscen,obscen,obsc
embroilments,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,NNS,{'NNS'},0,embroil,embroil,embroil
revile,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,revil,revil,revil
magnifie,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,magnifi,magnifi,magn
arrogate,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VB,{'VB'},0,arrog,arrog,arrog
sedulous,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,JJ,{'JJ'},0,sedul,sedul,sed
obeyes,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBZ,{'VBZ'},0,obey,obey,obey
lures,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,lure,lure,lur
dishonouring,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,VBG,{'VBG'},0,dishonour,dishonour,dishono
seller,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,seller,seller,sel
uncorrupt,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,uncorrupt,uncorrupt,uncorrupt
imminent,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,immin,immin,immin
racial,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,JJ,{'JJ'},0,racial,racial,rac
magnification,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NN,{'NN'},0,magnif,magnif,magn
hills,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,hill,hill,hil
harmless,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBD,{'VBD'},0,harmless,harmless,harmless
nomina,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,nomina,nomina,nomin
ratiocinatio,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,NN,{'NN'},0,ratiocinatio,ratiocinatio,ratiocinatio
accounting,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBG,{'VBG'},0,account,account,account
rationes,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,ration,ration,rat
suffragiorum,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,VBP,{'VBP'},0,suffragiorum,suffragiorum,suffragior
copiousnesse,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,NN,{'NN'},0,copiousness,copiousness,cop
auspices,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,auspic,auspic,ausp
flitter,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,flitter,flitter,flit
chimney,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,chimney,chimney,chimney
upsets,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBZ,{'VBZ'},0,upset,upset,upset
fluttering,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBG,{'VBG'},0,flutter,flutter,flut
cleere,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,cleer,cleer,cle
mistrusting,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,VBG,{'VBG'},0,mistrust,mistrust,mistrust
agis,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,agi,agi,ag
summing,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBG,{'VBG'},0,sum,sum,sum
aspires,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBZ,{'VBZ'},0,aspir,aspir,aspir
slaughtered,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,VBN,{'VBN'},0,slaughter,slaughter,slaught
belimed,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,JJ,{'JJ'},0,belim,belim,belim
limetwiggs,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,CC,{'CC'},0,limetwigg,limetwigg,limetwig
avenged,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,VBN,{'VBN'},0,aveng,aveng,aveng
falshood,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,falshood,falshood,fals
cleomenes,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,cleomen,cleomen,cleom
safeguard,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,safeguard,safeguard,safeguard
venetian,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,JJ,{'JJ'},0,venetian,venetian,venet
recite,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VB,{'VB'},0,recit,recit,recit
fayn,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,VBN,{'VBN'},0,fayn,fayn,fayn
houre,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,hour,hour,hour
lofty,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,JJ,{'JJ'},0,lofti,lofti,lofty
rogatores,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,rogator,rogator,rog
oequivocall,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,oequivocal,oequivocal,oequivocal
abeyance,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,abey,abey,abey
attacks,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,attack,attack,attack
certaintie,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,JJ,{'JJ'},0,certainti,certainti,certainty
abstained,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,VBN,{'VBN'},0,abstain,abstain,abstain
aloud,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,aloud,aloud,aloud
unpractised,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,JJ,{'JJ'},0,unpractis,unpractis,unpract
clerk,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,clerk,clerk,clerk
pactions,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,paction,paction,pact
purchasers,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,purchas,purchas,purchas
finde,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,VB,{'VB'},0,find,find,find
superficiall,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,JJ,{'JJ'},0,superficial,superficial,superficial
arithmeticians,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,NNS,{'NNS'},0,arithmetician,arithmetician,arithmet
mistrust,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,mistrust,mistrust,mistrust
rogues,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,rogu,rogu,rog
traitors,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NNS,{'NNS'},0,traitor,traitor,trait
ciceros,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,cicero,cicero,cicero
diribitores,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,diribitor,diribitor,diribit
bust,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,bust,bust,bust
trafficking,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,VBG,{'VBG'},0,traffick,traffick,traffick
expedients,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,NNS,{'NNS'},0,expedi,expedi,expedy
softly,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,RB,{'RB'},0,softli,soft,soft
frenchman,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,frenchman,frenchman,frenchm
inblown,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,JJ,{'JJ'},0,inblown,inblown,inblown
inpowred,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBN,{'VBN'},0,inpowr,inpowr,inpowr
forum,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,forum,forum,for
pusled,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBD,{'VBD'},0,pusl,pusl,pusl
aboundance,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,RB,{'RB'},0,abound,abound,abound
indocible,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,indoc,indoc,indoc
foremost,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,foremost,foremost,foremost
oration,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,orat,orat,or
stroak,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,stroak,stroak,stroak
discharges,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,VBZ,{'VBZ'},0,discharg,discharg,discharg
beatifical,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,JJ,{'JJ'},0,beatif,beatif,beat
jewell,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NN,{'NN'},0,jewel,jewel,jewel
sights,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,sight,sight,sight
censorial,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,JJ,{'JJ'},0,censori,censori,cens
distinguisheth,1,1.4600671630895022e-06,19.385533834720583,14,2.830418139103604e-05,VBZ,{'VBZ'},0,distinguisheth,distinguisheth,distinguishe
indistinguishable,1,1.4600671630895022e-06,19.385533834720583,17,2.830418139103604e-05,JJ,{'JJ'},0,indistinguish,indistinguish,indistinct
upholds,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,JJ,{'JJ'},0,uphold,uphold,uphold
applications,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,NNS,{'NNS'},0,applic,applic,apply
anticipating,1,1.4600671630895022e-06,19.385533834720583,12,2.830418139103604e-05,VBG,{'VBG'},0,anticip,anticip,anticip
seldomer,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,seldom,seldom,seldom
gallowes,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,gallow,gallow,gallow
recons,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,NNS,{'NNS'},0,recon,recon,recon
rime,1,1.4600671630895022e-06,19.385533834720583,4,2.830418139103604e-05,NN,{'NN'},0,rime,rime,rim
spartan,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,spartan,spartan,spart
ranges,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,VBZ,{'VBZ'},0,rang,rang,rang
drunkards,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,drunkard,drunkard,drunkard
administers,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NNS,{'NNS'},0,administ,administ,admin
reconning,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,recon,recon,recon
reminiscentia,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,VBZ,{'VBZ'},0,reminiscentia,reminiscentia,reminiscent
samos,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,samo,samo,samo
solertia,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VB,{'VB'},0,solertia,solertia,solert
sagacitas,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NNS,{'NNS'},0,sagacita,sagacita,sagacita
polluted,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBD,{'VBD'},0,pollut,pollut,pollut
samians,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NNS,{'NNS'},0,samian,samian,sam
filthy,1,1.4600671630895022e-06,19.385533834720583,6,2.830418139103604e-05,JJ,{'JJ'},0,filthi,filthi,filthy
trayn,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,trayn,trayn,trayn
finem,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NN,{'NN'},0,finem,finem,finem
respice,1,1.4600671630895022e-06,19.385533834720583,7,2.830418139103604e-05,NN,{'NN'},0,respic,respic,resp
worne,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,JJ,{'JJ'},0,worn,worn,worn
praecept,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,NN,{'NN'},0,praecept,praecept,praeceiv
incertainty,1,1.4600671630895022e-06,19.385533834720583,11,2.830418139103604e-05,NN,{'NN'},0,incertainti,incertainti,incertainty
colleague,1,1.4600671630895022e-06,19.385533834720583,9,2.830418139103604e-05,NN,{'NN'},0,colleagu,colleagu,colleagu
deafe,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,JJ,{'JJ'},0,deaf,deaf,deaf
disperse,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VB,{'VB'},0,dispers,dispers,dispers
inflexibility,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,NN,{'NN'},0,inflex,inflex,inflex
conprehendeth,1,1.4600671630895022e-06,19.385533834720583,13,2.830418139103604e-05,VB,{'VB'},0,conprehendeth,conprehendeth,conprehende
adapting,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBG,{'VBG'},0,adapt,adapt,adapt
disastrous,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,JJ,{'JJ'},0,disastr,disastr,disast
horns,1,1.4600671630895022e-06,19.385533834720583,5,2.830418139103604e-05,NNS,{'NNS'},0,horn,horn,horn
arrested,1,1.4600671630895022e-06,19.385533834720583,8,2.830418139103604e-05,VBN,{'VBN'},0,arrest,arrest,arrest
innocently,1,1.4600671630895022e-06,19.385533834720583,10,2.830418139103604e-05,RB,{'RB'},0,innoc,innoc,innoc
